CaseName	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Discount rate	CB3	CB4	CB5	2050Target	Nuclear	CCS	Renewables Target
casesydd	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2300	2050-target-hit	NIL	NIL	NIL
casesykl	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2400	2050-target-hit	NIL	NIL	NIL
casesym0	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2400	2050-target-hit	NIL	uc_noccs	re_target
casesz39	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2600	2050-target-abandoned	NIL	NIL	NIL
casesz6b	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2700	2050-target-hit	NIL	NIL	NIL
casesz7m	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2700	2050-target-hit	uc_nonuc	NIL	re_target
caseszae	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2700	2050-target-abandoned	NIL	NIL	re_target
caseszlf	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2900	2050-target-hit	NIL	NIL	NIL
caseszp4	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2900	2050-target-abandoned	NIL	uc_noccs	re_target
caseszp4	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2900	2050-target-abandoned	NIL	uc_noccs	re_target
caseszv6	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-3000	2050-target-abandoned	NIL	NIL	re_target
